sku,nombre_estandarizado,grupo_general,grupo_especializado,marca,modelo,descripcion_tecnica,capacidad,voltaje,refrigerante,tipo_operacion,seer,observaciones_equivalencia,proveedor_original,sku_original,precio_referencia,unidad
HE-SOL-BOQ-ANG-001,Boquilla Angular Punta Intercambiable Avaly,Herramientas,Soldadura,Avaly,VA-8061,Boquilla Angular Punta Intercambiable VA-8061 Avaly,,,,,,Boquilla Angular Avaly,Grupo Coresa,COR-181201-00006346,699.20,Pieza
HE-SOL-BOQ-ANG-001,Boquilla Angular Punta Intercambiable Avaly,Herramientas,Soldadura,Avaly,VA-8061,Boquilla Angular Punta Intercambiable VA-8061 Avaly,,,,,,Boquilla Angular Avaly,Grupo Coresa,COR-181201-00006346,699.20,Pieza
AC-ELI-VIB-218-001,Eliminador de Vibración 2-1/8,Accesorios,Vibración,,,VF-12,"Eliminador de Vibración con Malla de Cobre VF-12 2 1/8"" Largo 20""",,,,,,Eliminador Vibración 2-1/8,Grupo Coresa,COR-181201-00006377,2128.53,Pieza
AC-ELI-VIB-218-001,Eliminador de Vibración 2-1/8,Accesorios,Vibración,,,VF-12,"Eliminador de Vibración con Malla de Cobre VF-12 2 1/8"" Largo 20""",,,,,,Eliminador Vibración 2-1/8,Grupo Coresa,COR-181201-00006377,2128.53,Pieza
MI-CIN-PLA-NEG-001,Cinta Plastica Negra Mirage 3M 18Mts,Materiales,Cintas,3M,616313,Cinta Plastica Negra 616313 Mirage .019X18Mts 3M,,,,,,Cinta Negra 18mts,Grupo Coresa,COR-181201-00006387,15.09,Pieza
MI-CIN-PLA-NEG-001,Cinta Plastica Negra Mirage 3M 18Mts,Materiales,Cintas,3M,616313,Cinta Plastica Negra 616313 Mirage .019X18Mts 3M,,,,,,Cinta Negra 18mts,Grupo Coresa,COR-181201-00006387,15.09,Pieza
HE-COR-GRA-001,Cortador Grande 1/4 a 1-5/8 Yellow Jacket,Herramientas,Cortadores,Yellow Jacket,60102,"Cortador Grande 60102 Yellow Jacket 1/4"" a 1 5/8""",,,,,,Cortador Grande YJ,Grupo Coresa,COR-181201-00006445,1517.36,Pieza
HE-COR-GRA-001,Cortador Grande 1/4 a 1-5/8 Yellow Jacket,Herramientas,Cortadores,Yellow Jacket,60102,"Cortador Grande 60102 Yellow Jacket 1/4"" a 1 5/8""",,,,,,Cortador Grande YJ,Grupo Coresa,COR-181201-00006445,1517.36,Pieza
HE-REG-NIT-800-001,Regulador Nitrógeno 800 Psi Uniweld,Herramientas,Reguladores,Uniweld,RHP800,Regulador de Nitrógeno  RHP800 Uniweld 0-800 Psi,,,,,,Regulador Nitrógeno 800,Grupo Coresa,COR-181201-00006505,2391.25,Pieza
HE-REG-NIT-800-001,Regulador Nitrógeno 800 Psi Uniweld,Herramientas,Reguladores,Uniweld,RHP800,Regulador de Nitrógeno  RHP800 Uniweld 0-800 Psi,,,,,,Regulador Nitrógeno 800,Grupo Coresa,COR-181201-00006505,2391.25,Pieza
HE-DOB-MOR-001,Dobladora con Mordaza 76mm,Herramientas,Dobladotubos,,,S2T,Dobladora con Mordaza  S2T 76Mm,,,,,,Dobladora Mordaza 76mm,Grupo Coresa,COR-181201-00006514,209.16,Pieza
HE-DOB-MOR-001,Dobladora con Mordaza 76mm,Herramientas,Dobladotubos,,,S2T,Dobladora con Mordaza  S2T 76Mm,,,,,,Dobladora Mordaza 76mm,Grupo Coresa,COR-181201-00006514,209.16,Pieza
HE-SOL-BOQ-TRI-001,Boquilla Triple Angular Avaly,Herramientas,Soldadura,Avaly,VA-RP3T3,Boquilla Triple Angular VA-RP3T3 Avaly,,,,,,Boquilla Triple Avaly,Grupo Coresa,COR-181201-00006546,1006.53,Pieza
HE-SOL-BOQ-TRI-001,Boquilla Triple Angular Avaly,Herramientas,Soldadura,Avaly,VA-RP3T3,Boquilla Triple Angular VA-RP3T3 Avaly,,,,,,Boquilla Triple Avaly,Grupo Coresa,COR-181201-00006546,1006.53,Pieza
HE-SOL-SOP-COM-001,Soplete Completo Encendido Automático Barreto,Herramientas,Soldadura,Barreto,CB-802K,Soplete Completo Encendido Automático Cb-802K CB-802K Barreto,,,,,,Soplete Completo Barreto,Grupo Coresa,COR-181201-00006636,857.45,Pieza
HE-SOL-SOP-COM-001,Soplete Completo Encendido Automático Barreto,Herramientas,Soldadura,Barreto,CB-802K,Soplete Completo Encendido Automático Cb-802K CB-802K Barreto,,,,,,Soplete Completo Barreto,Grupo Coresa,COR-181201-00006636,857.45,Pieza
HE-VAC-DIG-002,Vacuómetro Digital LCD Yellow Jacket,Herramientas,Vacuómetros,Yellow Jacket,69080,Vacuómetro Digital LCD 69080 Yellow Jacket,,,,,,Vacuómetro Digital LCD,Grupo Coresa,COR-181201-00006645,6014.86,Pieza
HE-VAC-DIG-002,Vacuómetro Digital LCD Yellow Jacket,Herramientas,Vacuómetros,Yellow Jacket,69080,Vacuómetro Digital LCD 69080 Yellow Jacket,,,,,,Vacuómetro Digital LCD,Grupo Coresa,COR-181201-00006645,6014.86,Pieza
HE-MAN-JUE-012,Juego Manifold Uniweld QS8N Sin Mangueras,Herramientas,Manómetros,Uniweld,QS8N,Juego Manifold para R410/22/404/134A QS8N Uniweld sin Mangueras,,,,,,Manifold QS8N Uniweld,Grupo Coresa,COR-181201-00006647,940.53,Pieza
HE-MAN-JUE-012,Juego Manifold Uniweld QS8N Sin Mangueras,Herramientas,Manómetros,Uniweld,QS8N,Juego Manifold para R410/22/404/134A QS8N Uniweld sin Mangueras,,,,,,Manifold QS8N Uniweld,Grupo Coresa,COR-181201-00006647,940.53,Pieza
MI-CIN-NEG-ENL-001,Cinta Negra Enlonada 2x50Yd,Materiales,Cintas,,,0950,Cinta Negra 0950 Enlonada CI-NEGRA 2X50Yd,,,,,,Cinta Negra Enlonada,Grupo Coresa,COR-181201-00006677,185.47,Pieza
MI-CIN-NEG-ENL-001,Cinta Negra Enlonada 2x50Yd,Materiales,Cintas,,,0950,Cinta Negra 0950 Enlonada CI-NEGRA 2X50Yd,,,,,,Cinta Negra Enlonada,Grupo Coresa,COR-181201-00006677,185.47,Pieza
HE-COR-MIN-001,Mini Corta Tubo Uniweld 1/8 a 7/8,Herramientas,Cortadores,Uniweld,70000,"Mini Corta Tubo 70000 Uniweld 1/8"" a 7/8""",,,,,,Mini Corta Tubo Uniweld,Grupo Coresa,COR-181201-00006694,180.22,Pieza
HE-COR-MIN-001,Mini Corta Tubo Uniweld 1/8 a 7/8,Herramientas,Cortadores,Uniweld,70000,"Mini Corta Tubo 70000 Uniweld 1/8"" a 7/8""",,,,,,Mini Corta Tubo Uniweld,Grupo Coresa,COR-181201-00006694,180.22,Pieza
MI-CIN-MOM-001,Cinta Tipo Momia Barreto 2inX15Mts,Materiales,Cintas,Barreto,T18R-15,"Cinta Tipo Momia T18R-15 Barreto 2""X15Mts",,,,,,Cinta Momia Barreto,Grupo Coresa,COR-181201-00006736,31.13,Pieza
MI-CIN-MOM-001,Cinta Tipo Momia Barreto 2inX15Mts,Materiales,Cintas,Barreto,T18R-15,"Cinta Tipo Momia T18R-15 Barreto 2""X15Mts",,,,,,Cinta Momia Barreto,Grupo Coresa,COR-181201-00006736,31.13,Pieza
HE-MAN-PSI-001,Manifold R404/410/22 Sin Manguera Yellow Jacket,Herramientas,Manómetros,Yellow Jacket,46010,Manifold °F-Psi para R404A/410A/22 46010 Yellow Jacket R404A/410A/22 sin Manguera,,,,,,Manifold R404/410/22 S/M,Grupo Coresa,COR-181201-00006747,6372.43,Pieza
HE-MAN-PSI-001,Manifold R404/410/22 Sin Manguera Yellow Jacket,Herramientas,Manómetros,Yellow Jacket,46010,Manifold °F-Psi para R404A/410A/22 46010 Yellow Jacket R404A/410A/22 sin Manguera,,,,,,Manifold R404/410/22 S/M,Grupo Coresa,COR-181201-00006747,6372.43,Pieza
HE-ASP-MAN-001,Aspersora de Mano Diversitech 1002,Herramientas,Aspersoras,Diversitech,1002,Aspersora de Mano 1002 Diversitech,,,,,,Aspersora Mano,Grupo Coresa,COR-181201-00006775,445.83,Pieza
HE-ASP-MAN-001,Aspersora de Mano Diversitech 1002,Herramientas,Aspersoras,Diversitech,1002,Aspersora de Mano 1002 Diversitech,,,,,,Aspersora Mano,Grupo Coresa,COR-181201-00006775,445.83,Pieza
HE-DOB-RES-14-001,Dobla Tubo Resorte 1/4 Uniweld,Herramientas,Dobladotubos,Uniweld,70016,"Dobla Tubo de Resorte 70016 Uniweld 1/4""",,,,,,Dobla Tubo Resorte 1/4,Grupo Coresa,COR-181201-00006794,58.71,Pieza
HE-DOB-RES-14-001,Dobla Tubo Resorte 1/4 Uniweld,Herramientas,Dobladotubos,Uniweld,70016,"Dobla Tubo de Resorte 70016 Uniweld 1/4""",,,,,,Dobla Tubo Resorte 1/4,Grupo Coresa,COR-181201-00006794,58.71,Pieza
HE-INS-DET-KIT-001,Kit Detector Fugas UV con Lámpara Mastercool,Herramientas,Detectores,Master Cool,53580,Kit detector de Fugas con Lámpara Luz Ultra Violeta  53580 Master Cool,,,,,,Kit Detector Fugas UV,Grupo Coresa,COR-181201-00006836,3466.56,Pieza
HE-INS-DET-KIT-001,Kit Detector Fugas UV con Lámpara Mastercool,Herramientas,Detectores,Master Cool,53580,Kit detector de Fugas con Lámpara Luz Ultra Violeta  53580 Master Cool,,,,,,Kit Detector Fugas UV,Grupo Coresa,COR-181201-00006836,3466.56,Pieza
HE-PIN-OFF-UNI-001,Pinza Pinch Off Uniweld 70076,Herramientas,Pinzas,Uniweld,70076,Pinza Pinch Off 70076 Uniweld,,,,,,Pinza Pinch Off,Grupo Coresa,COR-181201-00006894,427.52,Pieza
HE-PIN-OFF-UNI-001,Pinza Pinch Off Uniweld 70076,Herramientas,Pinzas,Uniweld,70076,Pinza Pinch Off 70076 Uniweld,,,,,,Pinza Pinch Off,Grupo Coresa,COR-181201-00006894,427.52,Pieza
HE-REC-CIL-BAR-001,Cilindro Recuperador Refrigerante Barreto,Herramientas,Recuperadoras,Barreto,335302,Cilindro para Recuperar Refrigerante 335302 63010 Barreto,,,,,,Cilindro Recuperador,Grupo Coresa,COR-181201-00006936,5107.63,Pieza
HE-REC-CIL-BAR-001,Cilindro Recuperador Refrigerante Barreto,Herramientas,Recuperadoras,Barreto,335302,Cilindro para Recuperar Refrigerante 335302 63010 Barreto,,,,,,Cilindro Recuperador,Grupo Coresa,COR-181201-00006936,5107.63,Pieza
HE-MANG-60-ROB-001,Manguera 60 Robinair 31060,Herramientas,Mangueras,Robinair,31060,Manguera 60 Robinair 31060 -3206033060,,,,,,Manguera 60 Robinair,Grupo Coresa,COR-181201-00006944,86.81,Pieza
HE-MANG-60-ROB-001,Manguera 60 Robinair 31060,Herramientas,Mangueras,Robinair,31060,Manguera 60 Robinair 31060 -3206033060,,,,,,Manguera 60 Robinair,Grupo Coresa,COR-181201-00006944,86.81,Pieza
QU-QUI-ACI-001,Kit de Acidez Sporlan TA-1,Insumos,Químicos,Sporlan,TA-1,Kit de Acidez Ta-1 780042 Sporlan,,,,,,Kit Acidez Sporlan,Grupo Coresa,COR-181201-00006976,435.20,Pieza
QU-QUI-ACI-001,Kit de Acidez Sporlan TA-1,Insumos,Químicos,Sporlan,TA-1,Kit de Acidez Ta-1 780042 Sporlan,,,,,,Kit Acidez Sporlan,Grupo Coresa,COR-181201-00006976,435.20,Pieza
HE-COR-ACC-001,Accesorio Corte CA550 Uniweld Estilo V,Herramientas,Cortadores,Uniweld,CA550,Accesorio de Corte CA550 Uniweld CA550 Mezcla De Tubo Estilo V,,,,,,Accesorio Corte CA550,Grupo Coresa,COR-181201-00006994,1226.43,Pieza
HE-COR-ACC-001,Accesorio Corte CA550 Uniweld Estilo V,Herramientas,Cortadores,Uniweld,CA550,Accesorio de Corte CA550 Uniweld CA550 Mezcla De Tubo Estilo V,,,,,,Accesorio Corte CA550,Grupo Coresa,COR-181201-00006994,1226.43,Pieza
HE-MAN-OXI-100-001,Manómetro Oxígeno 100 Psi Uniweld G49D,Herramientas,Manómetros,Uniweld,G49D,"Manómetro para Oxígeno G49D 1.5"" 100 Psi con Protector de Goma G49-D Uniweld",,,,,,Manómetro Oxígeno 100,Grupo Coresa,COR-181201-00007005,210.71,Pieza
HE-MAN-OXI-100-001,Manómetro Oxígeno 100 Psi Uniweld G49D,Herramientas,Manómetros,Uniweld,G49D,"Manómetro para Oxígeno G49D 1.5"" 100 Psi con Protector de Goma G49-D Uniweld",,,,,,Manómetro Oxígeno 100,Grupo Coresa,COR-181201-00007005,210.71,Pieza
HE-ACC-COP-90-001,Cople Rápido 90° Yellow Jacket 19191,Herramientas,Accesorios,Yellow Jacket,19191,"Cople Rápido 90° 1/4"" Hembra X 1/4"" Macho 19191 Yellow Jacket",,,,,,Cople Rápido 90,Grupo Coresa,COR-181201-00007045,302.18,Pieza
HE-ACC-COP-90-001,Cople Rápido 90° Yellow Jacket 19191,Herramientas,Accesorios,Yellow Jacket,19191,"Cople Rápido 90° 1/4"" Hembra X 1/4"" Macho 19191 Yellow Jacket",,,,,,Cople Rápido 90,Grupo Coresa,COR-181201-00007045,302.18,Pieza
HE-ASP-LAN-MIX-001,Lanza Mixta Completa Adesa,Herramientas,Aspersoras,Adesa,AD-R-LAN,Lanza Mixta Completa AD-R-LAN Adesa,,,,,,Lanza Mixta Completa,Grupo Coresa,COR-181201-00007054,235.89,Pieza
HE-ASP-LAN-MIX-001,Lanza Mixta Completa Adesa,Herramientas,Aspersoras,Adesa,AD-R-LAN,Lanza Mixta Completa AD-R-LAN Adesa,,,,,,Lanza Mixta Completa,Grupo Coresa,COR-181201-00007054,235.89,Pieza
HE-MANG-36-ROJ-UNI-001,Manguera Roja 36pulg Soft Magic Uniweld,Herramientas,Mangueras,Uniweld,H3SMBR,"Manguera Soft Magic H3SMBR Uniweld 36"" Roja",,,,,,Manguera Roja 36 Uniweld,Grupo Coresa,COR-181201-00007105,190.96,Pieza
HE-MANG-36-ROJ-UNI-001,Manguera Roja 36pulg Soft Magic Uniweld,Herramientas,Mangueras,Uniweld,H3SMBR,"Manguera Soft Magic H3SMBR Uniweld 36"" Roja",,,,,,Manguera Roja 36 Uniweld,Grupo Coresa,COR-181201-00007105,190.96,Pieza
QU-QUI-SEL-FRE-001,Sellador Fuga Leak Freeze 1.5oz Rector Seal,Insumos,Químicos,Rector Seal,45321,Sellador de Fuga Leak Freeze 45321 Rector Seal 1.5OZ,,,,,,Sellador Leak Freeze,Grupo Coresa,COR-181201-00007134,920.19,Pieza
QU-QUI-SEL-FRE-001,Sellador Fuga Leak Freeze 1.5oz Rector Seal,Insumos,Químicos,Rector Seal,45321,Sellador de Fuga Leak Freeze 45321 Rector Seal 1.5OZ,,,,,,Sellador Leak Freeze,Grupo Coresa,COR-181201-00007134,920.19,Pieza
HE-MANG-72-ROJ-YJ-002,Manguera Roja 72pulg Yellow Jacket 21672,Herramientas,Mangueras,Yellow Jacket,21672,"Manguera 21672 Yellow Jacket 72"" Roja 1/4"" con mangueras",,,,,,Manguera Roja 72 YJ,Grupo Coresa,COR-181201-00007145,609.88,Pieza
HE-MANG-72-ROJ-YJ-002,Manguera Roja 72pulg Yellow Jacket 21672,Herramientas,Mangueras,Yellow Jacket,21672,"Manguera 21672 Yellow Jacket 72"" Roja 1/4"" con mangueras",,,,,,Manguera Roja 72 YJ,Grupo Coresa,COR-181201-00007145,609.88,Pieza
HE-SOL-PRO-CAL-001,Protector Calor Puntas Unitorch Uniweld,Herramientas,Soldadura,Uniweld,HG4,Protector de Calor para Puntas Unitorch HG4 Uniweld,,,,,,Protector Calor Puntas,Grupo Coresa,COR-181201-00007205,136.49,Pieza
HE-SOL-PRO-CAL-001,Protector Calor Puntas Unitorch Uniweld,Herramientas,Soldadura,Uniweld,HG4,Protector de Calor para Puntas Unitorch HG4 Uniweld,,,,,,Protector Calor Puntas,Grupo Coresa,COR-181201-00007205,136.49,Pieza
HE-MAN-HEA-PUM-001,Manifold Heat Pump R22/410/407 Yellow Jacket,Herramientas,Manómetros,Yellow Jacket,42044,"Manifold Heat Pump para R22/410A/407C 42044 Yellow Jacket 60"" R22/407/410A Frío/Calor Negra con Manguera",,,,,,Manifold Heat Pump,Grupo Coresa,COR-181201-00007245,4113.38,Pieza
HE-MAN-HEA-PUM-001,Manifold Heat Pump R22/410/407 Yellow Jacket,Herramientas,Manómetros,Yellow Jacket,42044,"Manifold Heat Pump para R22/410A/407C 42044 Yellow Jacket 60"" R22/407/410A Frío/Calor Negra con Manguera",,,,,,Manifold Heat Pump,Grupo Coresa,COR-181201-00007245,4113.38,Pieza
HE-MANG-JUE-72-MC-001,Juego Mangueras 72 Master Cool (40372),Herramientas,Mangueras,Master Cool,40372,"Juego Mangueras 72 40372 Master Cool 72"" (40372)",,,,,,Juego Mangueras 72 MC,Grupo Coresa,COR-181201-00007257,1147.51,Pieza
HE-MANG-JUE-72-MC-001,Juego Mangueras 72 Master Cool (40372),Herramientas,Mangueras,Master Cool,40372,"Juego Mangueras 72 40372 Master Cool 72"" (40372)",,,,,,Juego Mangueras 72 MC,Grupo Coresa,COR-181201-00007257,1147.51,Pieza
HE-SOL-KIT-LAP-001,Kit Llama de Lápiz Manguera 3Ft Uniweld,Herramientas,Soldadura,Uniweld,K80,Kit Llama de Lápiz Con Manguera 3Ft K80 Uniweld,,,,,,Kit Llama Lápiz,Grupo Coresa,COR-181201-00007305,1496.54,Pieza
HE-SOL-KIT-LAP-001,Kit Llama de Lápiz Manguera 3Ft Uniweld,Herramientas,Soldadura,Uniweld,K80,Kit Llama de Lápiz Con Manguera 3Ft K80 Uniweld,,,,,,Kit Llama Lápiz,Grupo Coresa,COR-181201-00007305,1496.54,Pieza
AC-CON-BAS-MOD-001,Base Para Modutrol M9184A1019,Accesorios,Control,,,M9184A1019,Base Para Modutrol M9184A1019,,,,,,Base Modutrol,Grupo Coresa,COR-181201-00007317,43.74,Pieza
AC-CON-BAS-MOD-001,Base Para Modutrol M9184A1019,Accesorios,Control,,,M9184A1019,Base Para Modutrol M9184A1019,,,,,,Base Modutrol,Grupo Coresa,COR-181201-00007317,43.74,Pieza
AC-VAL-LLA-VER-001,Llave He Vertical para Tanque 1/4Nptf-3/8F,Accesorios,Válvulas,,,LL-102-1,Llave He Vertical para Tanque 1/4Nptf-3/8F LL-102-1,,,,,,Llave Vertical Tanque,Grupo Coresa,COR-181201-00007333,25.93,Pieza
AC-VAL-LLA-VER-001,Llave He Vertical para Tanque 1/4Nptf-3/8F,Accesorios,Válvulas,,,LL-102-1,Llave He Vertical para Tanque 1/4Nptf-3/8F LL-102-1,,,,,,Llave Vertical Tanque,Grupo Coresa,COR-181201-00007333,25.93,Pieza
HE-SOL-BOQ-GIR-001,Boquilla con Tubo Giratorio Avaly,Herramientas,Soldadura,Avaly,VA-8069,Boquilla con Tubo Giratorio VA-8069 Avaly,,,,,,Boquilla Giratoria,Grupo Coresa,COR-181201-00007346,435.67,Pieza
HE-SOL-BOQ-GIR-001,Boquilla con Tubo Giratorio Avaly,Herramientas,Soldadura,Avaly,VA-8069,Boquilla con Tubo Giratorio VA-8069 Avaly,,,,,,Boquilla Giratoria,Grupo Coresa,COR-181201-00007346,435.67,Pieza
AC-ELI-VIB-12-001,Eliminador de Vibración 1/2,Accesorios,Vibración,,,VF-4,"Eliminador de Vibración con Malla de Cobre VF-4 1/2"" Largo 9""",,,,,,Eliminador Vibración 1/2,Grupo Coresa,COR-181201-00007377,691.21,Pieza
AC-ELI-VIB-12-001,Eliminador de Vibración 1/2,Accesorios,Vibración,,,VF-4,"Eliminador de Vibración con Malla de Cobre VF-4 1/2"" Largo 9""",,,,,,Eliminador Vibración 1/2,Grupo Coresa,COR-181201-00007377,691.21,Pieza
HE-SOL-KIT-ALU-001,Kit Soldar Aluminio Fundente Uniweld,Herramientas,Soldadura,Uniweld,P4KD9,Kit Soldar Aluminio con Fundente Uni 4300 P4KD9 Uniweld,,,,,,Kit Soldar Aluminio,Grupo Coresa,COR-181201-00007405,310.10,Pieza
HE-SOL-KIT-ALU-001,Kit Soldar Aluminio Fundente Uniweld,Herramientas,Soldadura,Uniweld,P4KD9,Kit Soldar Aluminio con Fundente Uni 4300 P4KD9 Uniweld,,,,,,Kit Soldar Aluminio,Grupo Coresa,COR-181201-00007405,310.10,Pieza
HE-DOB-PLE-001,Plegador de Tubos C5T,Herramientas,Dobladotubos,,,C5T,Plegador de Tubos C5T,,,,,,Plegador Tubos,Grupo Coresa,COR-181201-00007414,125.71,Pieza
HE-DOB-PLE-001,Plegador de Tubos C5T,Herramientas,Dobladotubos,,,C5T,Plegador de Tubos C5T,,,,,,Plegador Tubos,Grupo Coresa,COR-181201-00007414,125.71,Pieza
HE-COR-NAV-001,Navaja para Cortar Tubo Yellow Jacket,Herramientas,Cortadores,Yellow Jacket,60107,Navaja para Cortar Tubo 60107 Yellow Jacket,,,,,,Navaja Cortar Tubo,Grupo Coresa,COR-181201-00007445,137.66,Pieza
HE-COR-NAV-001,Navaja para Cortar Tubo Yellow Jacket,Herramientas,Cortadores,Yellow Jacket,60107,Navaja para Cortar Tubo 60107 Yellow Jacket,,,,,,Navaja Cortar Tubo,Grupo Coresa,COR-181201-00007445,137.66,Pieza
HE-REG-ACE-001,Regulador Acetileno Uniweld RMC2,Herramientas,Reguladores,Uniweld,RMC2,Regulador de Acetileno RMC2 Uniweld,,,,,,Regulador Acetileno,Grupo Coresa,COR-181201-00007505,1805.23,Pieza
HE-REG-ACE-001,Regulador Acetileno Uniweld RMC2,Herramientas,Reguladores,Uniweld,RMC2,Regulador de Acetileno RMC2 Uniweld,,,,,,Regulador Acetileno,Grupo Coresa,COR-181201-00007505,1805.23,Pieza
HE-TEN-NYL-001,Herramienta Tensora Nylon Sin Agarre,Herramientas,Tensores,,,TY4,Herramienta Tensora de Nylon  TY4 sin Agarre,,,,,,Tensora Nylon,Grupo Coresa,COR-181201-00007514,165.83,Pieza
HE-TEN-NYL-001,Herramienta Tensora Nylon Sin Agarre,Herramientas,Tensores,,,TY4,Herramienta Tensora de Nylon  TY4 sin Agarre,,,,,,Tensora Nylon,Grupo Coresa,COR-181201-00007514,165.83,Pieza
HE-INS-MUL-DIG-002,Multímetro Digital Barreto con Medidor Temperatura,Herramientas,Instrumentos,Barreto,266C,Multímetro Digital  266C Barreto con Medidor de Temperatura,,,,,,Multímetro Digital Barreto,Grupo Coresa,COR-181201-00007536,367.01,Pieza
HE-INS-MUL-DIG-002,Multímetro Digital Barreto con Medidor Temperatura,Herramientas,Instrumentos,Barreto,266C,Multímetro Digital  266C Barreto con Medidor de Temperatura,,,,,,Multímetro Digital Barreto,Grupo Coresa,COR-181201-00007536,367.01,Pieza
HE-LLA-RAT-YJ-001,Llave Ratch Yellow Jacket 60613,Herramientas,Llaves,Yellow Jacket,60613,"Llave Ratch 60613 Yellow Jacket 1/4"",3/16"",3/8"",5/16""",,,,,,Llave Ratch YJ,Grupo Coresa,COR-181201-00007545,439.58,Pieza
HE-LLA-RAT-YJ-001,Llave Ratch Yellow Jacket 60613,Herramientas,Llaves,Yellow Jacket,60613,"Llave Ratch 60613 Yellow Jacket 1/4"",3/16"",3/8"",5/16""",,,,,,Llave Ratch YJ,Grupo Coresa,COR-181201-00007545,439.58,Pieza
HE-SOL-BOQ-AUT-001,Boquilla Encendido Automático Barreto,Herramientas,Soldadura,Barreto,HT-802B,Boquilla Encendido Automático HT-802B Barreto,,,,,,Boquilla Automática,Grupo Coresa,COR-181201-00007636,549.85,Pieza
HE-SOL-BOQ-AUT-001,Boquilla Encendido Automático Barreto,Herramientas,Soldadura,Barreto,HT-802B,Boquilla Encendido Automático HT-802B Barreto,,,,,,Boquilla Automática,Grupo Coresa,COR-181201-00007636,549.85,Pieza
HE-VAC-MED-MAN-001,Medidor de Vacío de Mano Yellow Jacket,Herramientas,Vacuómetros,Yellow Jacket,69086,Medidor de Vacío de Mano 69086 Yellow Jacket,,,,,,Medidor Vacío Mano,Grupo Coresa,COR-181201-00007645,8720.49,Pieza
HE-VAC-MED-MAN-001,Medidor de Vacío de Mano Yellow Jacket,Herramientas,Vacuómetros,Yellow Jacket,69086,Medidor de Vacío de Mano 69086 Yellow Jacket,,,,,,Medidor Vacío Mano,Grupo Coresa,COR-181201-00007645,8720.49,Pieza
HE-MANG-JUE-36-YJ-001,Juego 3 Mangueras 36 Yellow Jacket 21983,Herramientas,Mangueras,Yellow Jacket,21983,"Juego de 3 Mangueras 21983 Yellow Jacket 36"" Rojo/Azul/Amarillo",,,,,,Juego Mangueras 36 YJ,Grupo Coresa,COR-181201-00007647,1792.29,Pieza
HE-MANG-JUE-36-YJ-001,Juego 3 Mangueras 36 Yellow Jacket 21983,Herramientas,Mangueras,Yellow Jacket,21983,"Juego de 3 Mangueras 21983 Yellow Jacket 36"" Rojo/Azul/Amarillo",,,,,,Juego Mangueras 36 YJ,Grupo Coresa,COR-181201-00007647,1792.29,Pieza
HE-COR-TUB-114-001,Corta Tubo 1/8 a 1-1/4 Uniweld,Herramientas,Cortadores,Uniweld,70001,"Corta Tubo 70001 Uniweld 1/8"" a 1 1/4""",,,,,,Corta Tubo Uniweld,Grupo Coresa,COR-181201-00007694,414.36,Pieza
HE-COR-TUB-114-001,Corta Tubo 1/8 a 1-1/4 Uniweld,Herramientas,Cortadores,Uniweld,70001,"Corta Tubo 70001 Uniweld 1/8"" a 1 1/4""",,,,,,Corta Tubo Uniweld,Grupo Coresa,COR-181201-00007694,414.36,Pieza
MI-CIN-FOA-COR-001,Cinta Aislante Foam Cork Avaly VCT-1,Materiales,Cintas,Avaly,VCT-1,Cinta Aislante Foam Cork VCT-1 Avaly,,,,,,Cinta Foam Cork,Grupo Coresa,COR-181201-00007746,431.02,Pieza
MI-CIN-FOA-COR-001,Cinta Aislante Foam Cork Avaly VCT-1,Materiales,Cintas,Avaly,VCT-1,Cinta Aislante Foam Cork VCT-1 Avaly,,,,,,Cinta Foam Cork,Grupo Coresa,COR-181201-00007746,431.02,Pieza
HE-MAN-JUE-013,Manifold R134/404/407 Yellow Jacket,Herramientas,Manómetros,Yellow Jacket,49956,Manifold °C para R134A/404A/407C 49956 Yellow Jacket R134A/404A/407C Rojo/Azul Bar/Psi,,,,,,Manifold R134/404/407,Grupo Coresa,COR-181201-00007747,4980.25,Pieza
HE-MAN-JUE-013,Manifold R134/404/407 Yellow Jacket,Herramientas,Manómetros,Yellow Jacket,49956,Manifold °C para R134A/404A/407C 49956 Yellow Jacket R134A/404A/407C Rojo/Azul Bar/Psi,,,,,,Manifold R134/404/407,Grupo Coresa,COR-181201-00007747,4980.25,Pieza
QU-QUI-POL-12D-001,Lata Poliuretano Diversitech 12oz,Insumos,Químicos,Diversitech,1714,Lata 1714 Diversitech 12Oz de Poliuretano Foam Sealant,,,,,,Lata Poliuretano 12oz,Grupo Coresa,COR-181201-00007775,278.43,Pieza
QU-QUI-POL-12D-001,Lata Poliuretano Diversitech 12oz,Insumos,Químicos,Diversitech,1714,Lata 1714 Diversitech 12Oz de Poliuretano Foam Sealant,,,,,,Lata Poliuretano 12oz,Grupo Coresa,COR-181201-00007775,278.43,Pieza
QU-QUI-POL-20-001,Lata Poliuretano 20oz,Insumos,Químicos,,,FOAM-20,Lata FOAM-20 20 Oz de Poliuretano,,,,,,Lata Poliuretano 20oz,Grupo Coresa,COR-181201-00007777,118.30,Pieza
QU-QUI-POL-20-001,Lata Poliuretano 20oz,Insumos,Químicos,,,FOAM-20,Lata FOAM-20 20 Oz de Poliuretano,,,,,,Lata Poliuretano 20oz,Grupo Coresa,COR-181201-00007777,118.30,Pieza
