sku,nombre_estandarizado,grupo_general,grupo_especializado,marca,modelo,descripcion_tecnica,capacidad,voltaje,refrigerante,tipo_operacion,seer,observaciones_equivalencia,proveedor_original,sku_original,precio_referencia,unidad
TMP-6AEAB1FB,Tijeras 356Mm Largo con Hojas 89Mm M2014T,Otros,Otros,Genérica,,Tijeras 356Mm Largo con Hojas 89Mm M2014T,,,,,,Tijeras 356Mm Largo con Hojas 89Mm M2014T,Grupo Coresa,COR-181201-00004514,151.98,Pieza
TMP-A99E8508,"Juego Abocinador Completo 60440 Yellow Jacket 3/16"" a 3/4""",Otros,Otros,Genérica,,"Juego Abocinador Completo 60440 Yellow Jacket 3/16"" a 3/4""",,,,,,"Juego Abocinador Completo 60440 Yellow Jacket 3/16"" a 3/4""",Grupo Coresa,COR-181201-00004545,5324.24,Pieza
TMP-AC89FE5E,"Juego Abocinador Completo 60440 Yellow Jacket 3/16"" a 3/4""",Otros,Otros,Genérica,,"Juego Abocinador Completo 60440 Yellow Jacket 3/16"" a 3/4""",,,,,,"Juego Abocinador Completo 60440 Yellow Jacket 3/16"" a 3/4""",Grupo Coresa,COR-181201-00004545,5324.24,Pieza
TMP-69FB7F6D,Boquilla para Soldar N.2 Type17-2 TYPE17-2 Uniweld,Otros,Otros,Genérica,,Boquilla para Soldar N.2 Type17-2 TYPE17-2 Uniweld,,,,,,Boquilla para Soldar N.2 Type17-2 TYPE17-2 Uniweld,Grupo Coresa,COR-181201-00004594,432.78,Pieza
TMP-B448E023,Boquilla para Soldar N.2 Type17-2 TYPE17-2 Uniweld,Otros,Otros,Genérica,,Boquilla para Soldar N.2 Type17-2 TYPE17-2 Uniweld,,,,,,Boquilla para Soldar N.2 Type17-2 TYPE17-2 Uniweld,Grupo Coresa,COR-181201-00004594,432.78,Pieza
TMP-CD42D478,"Juego Manifold para R507/R404A /R134A 36"" QS2L3SM-5 Uniweld 36""",Otros,Otros,Genérica,,"Juego Manifold para R507/R404A /R134A 36"" QS2L3SM-5 Uniweld 36""",,,,,,"Juego Manifold para R507/R404A /R134A 36"" QS2L3SM-5 Uniweld 36""",Grupo Coresa,COR-181201-00004647,761.67,Pieza
TMP-76EE5A5D,"Juego Manifold para R507/R404A /R134A 36"" QS2L3SM-5 Uniweld 36""",Otros,Otros,Genérica,,"Juego Manifold para R507/R404A /R134A 36"" QS2L3SM-5 Uniweld 36""",,,,,,"Juego Manifold para R507/R404A /R134A 36"" QS2L3SM-5 Uniweld 36""",Grupo Coresa,COR-181201-00004647,761.67,Pieza
TMP-F5C08FF0,Cinta Gris 0950 Enlonada CI-GRIS 2X50Yd,Otros,Otros,Genérica,,Cinta Gris 0950 Enlonada CI-GRIS 2X50Yd,,,,,,Cinta Gris 0950 Enlonada CI-GRIS 2X50Yd,Grupo Coresa,COR-181201-00004677,185.47,Pieza
TMP-7EE546EC,Cinta Gris 0950 Enlonada CI-GRIS 2X50Yd,Otros,Otros,Genérica,,Cinta Gris 0950 Enlonada CI-GRIS 2X50Yd,,,,,,Cinta Gris 0950 Enlonada CI-GRIS 2X50Yd,Grupo Coresa,COR-181201-00004677,185.47,Pieza
TMP-8C6075C8,"Manguera Control Presión de Alta Temperatura 78736 Yellow Jacket 36"",1/4"" Str x 90°",Otros,Otros,Genérica,,"Manguera Control Presión de Alta Temperatura 78736 Yellow Jacket 36"",1/4"" Str x 90°",,,,,,"Manguera Control Presión de Alta Temperatura 78736 Yellow Jacket 36"",1/4"" Str x 90°",Grupo Coresa,COR-181201-00004745,958.08,Pieza
TMP-879B0569,"Manguera Control Presión de Alta Temperatura 78736 Yellow Jacket 36"",1/4"" Str x 90°",Otros,Otros,Genérica,,"Manguera Control Presión de Alta Temperatura 78736 Yellow Jacket 36"",1/4"" Str x 90°",,,,,,"Manguera Control Presión de Alta Temperatura 78736 Yellow Jacket 36"",1/4"" Str x 90°",Grupo Coresa,COR-181201-00004745,958.08,Pieza
TMP-A3EFE4C4,"Cople Rápido VA-QC-2H Avaly alta 1/2"" a 1/4"" R134A",Otros,Otros,Genérica,,"Cople Rápido VA-QC-2H Avaly alta 1/2"" a 1/4"" R134A",,,,,,"Cople Rápido VA-QC-2H Avaly alta 1/2"" a 1/4"" R134A",Grupo Coresa,COR-181201-00004746,276.24,Pieza
TMP-18CFC1A4,"Cople Rápido VA-QC-2H Avaly alta 1/2"" a 1/4"" R134A",Otros,Otros,Genérica,,"Cople Rápido VA-QC-2H Avaly alta 1/2"" a 1/4"" R134A",,,,,,"Cople Rápido VA-QC-2H Avaly alta 1/2"" a 1/4"" R134A",Grupo Coresa,COR-181201-00004746,276.24,Pieza
TMP-66D23C35,"Manifold °F para R22/404A/134A 42006 Yellow Jacket 60"" R22/404A/134a con Manguera",Otros,Otros,Genérica,,"Manifold °F para R22/404A/134A 42006 Yellow Jacket 60"" R22/404A/134a con Manguera",,,,,,"Manifold °F para R22/404A/134A 42006 Yellow Jacket 60"" R22/404A/134a con Manguera",Grupo Coresa,COR-181201-00004747,4094.96,Pieza
TMP-615D20C4,"Manifold °F para R22/404A/134A 42006 Yellow Jacket 60"" R22/404A/134a con Manguera",Otros,Otros,Genérica,,"Manifold °F para R22/404A/134A 42006 Yellow Jacket 60"" R22/404A/134a con Manguera",,,,,,"Manifold °F para R22/404A/134A 42006 Yellow Jacket 60"" R22/404A/134a con Manguera",Grupo Coresa,COR-181201-00004747,4094.96,Pieza
TMP-658664E0,"Dobla Tubo de Palanca 70012 Uniweld 5/8""",Otros,Otros,Genérica,,"Dobla Tubo de Palanca 70012 Uniweld 5/8""",,,,,,"Dobla Tubo de Palanca 70012 Uniweld 5/8""",Grupo Coresa,COR-181201-00004794,1884.61,Pieza
TMP-C978E7D5,"Dobla Tubo de Palanca 70012 Uniweld 5/8""",Otros,Otros,Genérica,,"Dobla Tubo de Palanca 70012 Uniweld 5/8""",,,,,,"Dobla Tubo de Palanca 70012 Uniweld 5/8""",Grupo Coresa,COR-181201-00004794,1884.61,Pieza
TMP-50180002,Multímetro Gancho Escala Vertical YF-800 Barreto,Otros,Otros,Genérica,,Multímetro Gancho Escala Vertical YF-800 Barreto,,,,,,Multímetro Gancho Escala Vertical YF-800 Barreto,Grupo Coresa,COR-181201-00004836,630.0,Pieza
TMP-A4AE7186,Multímetro Gancho Escala Vertical YF-800 Barreto,Otros,Otros,Genérica,,Multímetro Gancho Escala Vertical YF-800 Barreto,,,,,,Multímetro Gancho Escala Vertical YF-800 Barreto,Grupo Coresa,COR-181201-00004836,630.0,Pieza
TMP-C87ED619,Juego Llaves Allen 12 AW-712,Otros,Otros,Genérica,,Juego Llaves Allen 12 AW-712,,,,,,Juego Llaves Allen 12 AW-712,Grupo Coresa,COR-181201-00004875,483.73,Pieza
TMP-2B47D9D0,Juego Llaves Allen 12 AW-712,Otros,Otros,Genérica,,Juego Llaves Allen 12 AW-712,,,,,,Juego Llaves Allen 12 AW-712,Grupo Coresa,COR-181201-00004875,483.73,Pieza
TMP-A43306C4,"Herramienta Flare Prof 70071 Uniweld 1/8"", 3/16"", 1/4"", 5/16"", 3/8"", 7/16"", 1/2"", 5/8"" Y 3/4""",Otros,Otros,Genérica,,"Herramienta Flare Prof 70071 Uniweld 1/8"", 3/16"", 1/4"", 5/16"", 3/8"", 7/16"", 1/2"", 5/8"" Y 3/4""",,,,,,"Herramienta Flare Prof 70071 Uniweld 1/8"", 3/16"", 1/4"", 5/16"", 3/8"", 7/16"", 1/2"", 5/8"" Y 3/4""",Grupo Coresa,COR-181201-00004894,2306.01,Pieza
TMP-6621EFE1,"Herramienta Flare Prof 70071 Uniweld 1/8"", 3/16"", 1/4"", 5/16"", 3/8"", 7/16"", 1/2"", 5/8"" Y 3/4""",Otros,Otros,Genérica,,"Herramienta Flare Prof 70071 Uniweld 1/8"", 3/16"", 1/4"", 5/16"", 3/8"", 7/16"", 1/2"", 5/8"" Y 3/4""",,,,,,"Herramienta Flare Prof 70071 Uniweld 1/8"", 3/16"", 1/4"", 5/16"", 3/8"", 7/16"", 1/2"", 5/8"" Y 3/4""",Grupo Coresa,COR-181201-00004894,2306.01,Pieza
TMP-CE5AF8CB,Solución Universal detector de Fugas Ultra Violeta 92699 Master Cool 1/4Oz Pieza,Otros,Otros,Genérica,,Solución Universal detector de Fugas Ultra Violeta 92699 Master Cool 1/4Oz Pieza,,,,,,Solución Universal detector de Fugas Ultra Violeta 92699 Master Cool 1/4Oz Pieza,Grupo Coresa,COR-181201-00004936,71.47,Pieza
TMP-34F022B7,Solución Universal detector de Fugas Ultra Violeta 92699 Master Cool 1/4Oz Pieza,Otros,Otros,Genérica,,Solución Universal detector de Fugas Ultra Violeta 92699 Master Cool 1/4Oz Pieza,,,,,,Solución Universal detector de Fugas Ultra Violeta 92699 Master Cool 1/4Oz Pieza,Grupo Coresa,COR-181201-00004936,71.47,Pieza
TMP-62A3E25B,Cojin Antivibrador MP-4E Diversitech 4X4X7/8,Otros,Otros,Genérica,,Cojin Antivibrador MP-4E Diversitech 4X4X7/8,,,,,,Cojin Antivibrador MP-4E Diversitech 4X4X7/8,Grupo Coresa,COR-181201-00004975,76.73,Pieza
TMP-BC4DA66B,Cojin Antivibrador MP-4E Diversitech 4X4X7/8,Otros,Otros,Genérica,,Cojin Antivibrador MP-4E Diversitech 4X4X7/8,,,,,,Cojin Antivibrador MP-4E Diversitech 4X4X7/8,Grupo Coresa,COR-181201-00004975,76.73,Pieza
TMP-C0A5918A,"Manometro Alta Rojo G29LD1 LPF™ G29LD-1 Uniweld 2.5"" Rojo Psi-Kg/cm²-°F con Protector de Goma LPF™",Otros,Otros,Genérica,,"Manometro Alta Rojo G29LD1 LPF™ G29LD-1 Uniweld 2.5"" Rojo Psi-Kg/cm²-°F con Protector de Goma LPF™",,,,,,"Manometro Alta Rojo G29LD1 LPF™ G29LD-1 Uniweld 2.5"" Rojo Psi-Kg/cm²-°F con Protector de Goma LPF™",Grupo Coresa,COR-181201-00005005,185.98,Pieza
TMP-11904085,"Manometro Alta Rojo G29LD1 LPF™ G29LD-1 Uniweld 2.5"" Rojo Psi-Kg/cm²-°F con Protector de Goma LPF™",Otros,Otros,Genérica,,"Manometro Alta Rojo G29LD1 LPF™ G29LD-1 Uniweld 2.5"" Rojo Psi-Kg/cm²-°F con Protector de Goma LPF™",,,,,,"Manometro Alta Rojo G29LD1 LPF™ G29LD-1 Uniweld 2.5"" Rojo Psi-Kg/cm²-°F con Protector de Goma LPF™",Grupo Coresa,COR-181201-00005005,185.98,Pieza
TMP-DBF47204,Adaptador de Cilindro 3/4 19105 Yellow Jacket con Bengala Macho 1/4,Otros,Otros,Genérica,,Adaptador de Cilindro 3/4 19105 Yellow Jacket con Bengala Macho 1/4,,,,,,Adaptador de Cilindro 3/4 19105 Yellow Jacket con Bengala Macho 1/4,Grupo Coresa,COR-181201-00005045,486.71,Pieza
TMP-7B75FFDC,Adaptador de Cilindro 3/4 19105 Yellow Jacket con Bengala Macho 1/4,Otros,Otros,Genérica,,Adaptador de Cilindro 3/4 19105 Yellow Jacket con Bengala Macho 1/4,,,,,,Adaptador de Cilindro 3/4 19105 Yellow Jacket con Bengala Macho 1/4,Grupo Coresa,COR-181201-00005045,486.71,Pieza
TMP-66E05A17,Manómetro Alta MRH Mastercool,Otros,Otros,Genérica,,Manómetro Alta MRH Mastercool,,,,,,Manómetro Alta MRH Mastercool,Grupo Coresa,COR-181201-00005046,208.87,Pieza
TMP-FBCA1B76,Manómetro Alta MRH Mastercool,Otros,Otros,Genérica,,Manómetro Alta MRH Mastercool,,,,,,Manómetro Alta MRH Mastercool,Grupo Coresa,COR-181201-00005046,208.87,Pieza
TMP-8E8C3A02,Esprea con Capuchón de Plástico AD-R-ESP-5 Adesa,Otros,Otros,Genérica,,Esprea con Capuchón de Plástico AD-R-ESP-5 Adesa,,,,,,Esprea con Capuchón de Plástico AD-R-ESP-5 Adesa,Grupo Coresa,COR-181201-00005054,101.5,Pieza
TMP-0F748FA2,Esprea con Capuchón de Plástico AD-R-ESP-5 Adesa,Otros,Otros,Genérica,,Esprea con Capuchón de Plástico AD-R-ESP-5 Adesa,,,,,,Esprea con Capuchón de Plástico AD-R-ESP-5 Adesa,Grupo Coresa,COR-181201-00005054,101.5,Pieza
TMP-88462C44,"Adaptador de Fuga FRZ 1.5OZ CTG 1/4 "" 45312 Rector Seal FRZ 1.5OZ CTG 1/4 """,Otros,Otros,Genérica,,"Adaptador de Fuga FRZ 1.5OZ CTG 1/4 "" 45312 Rector Seal FRZ 1.5OZ CTG 1/4 """,,,,,,"Adaptador de Fuga FRZ 1.5OZ CTG 1/4 "" 45312 Rector Seal FRZ 1.5OZ CTG 1/4 """,Grupo Coresa,COR-181201-00005134,852.82,Pieza
TMP-7F3EC452,"Adaptador de Fuga FRZ 1.5OZ CTG 1/4 "" 45312 Rector Seal FRZ 1.5OZ CTG 1/4 """,Otros,Otros,Genérica,,"Adaptador de Fuga FRZ 1.5OZ CTG 1/4 "" 45312 Rector Seal FRZ 1.5OZ CTG 1/4 """,,,,,,"Adaptador de Fuga FRZ 1.5OZ CTG 1/4 "" 45312 Rector Seal FRZ 1.5OZ CTG 1/4 """,Grupo Coresa,COR-181201-00005134,852.82,Pieza
TMP-1869D192,"Manguera 21636 Yellow Jacket 36"" Roja 1/4"" con mangueras",Otros,Otros,Genérica,,"Manguera 21636 Yellow Jacket 36"" Roja 1/4"" con mangueras",,,,,,"Manguera 21636 Yellow Jacket 36"" Roja 1/4"" con mangueras",Grupo Coresa,COR-181201-00005145,425.11,Pieza
TMP-3A59CE02,"Manguera 21636 Yellow Jacket 36"" Roja 1/4"" con mangueras",Otros,Otros,Genérica,,"Manguera 21636 Yellow Jacket 36"" Roja 1/4"" con mangueras",,,,,,"Manguera 21636 Yellow Jacket 36"" Roja 1/4"" con mangueras",Grupo Coresa,COR-181201-00005145,425.11,Pieza
TMP-5AF656E2,Resorte para Manguera OBSOLETOS Adesa,Otros,Otros,Genérica,,Resorte para Manguera OBSOLETOS Adesa,,,,,,Resorte para Manguera OBSOLETOS Adesa,Grupo Coresa,COR-181201-00005154,17.2,Pieza
TMP-3CFAD2AB,Resorte para Manguera OBSOLETOS Adesa,Otros,Otros,Genérica,,Resorte para Manguera OBSOLETOS Adesa,,,,,,Resorte para Manguera OBSOLETOS Adesa,Grupo Coresa,COR-181201-00005154,17.2,Pieza
TMP-8D430BDE,"Manguera Soft Magic H6SMBR Uniweld 72"" Roja",Otros,Otros,Genérica,,"Manguera Soft Magic H6SMBR Uniweld 72"" Roja",,,,,,"Manguera Soft Magic H6SMBR Uniweld 72"" Roja",Grupo Coresa,COR-181201-00005205,281.39,Pieza
TMP-4EA89B88,"Manguera Soft Magic H6SMBR Uniweld 72"" Roja",Otros,Otros,Genérica,,"Manguera Soft Magic H6SMBR Uniweld 72"" Roja",,,,,,"Manguera Soft Magic H6SMBR Uniweld 72"" Roja",Grupo Coresa,COR-181201-00005205,281.39,Pieza
TMP-584785C3,"Corta Tubo VA-174 Avaly 3/8"" a 1-1/8""",Otros,Otros,Genérica,,"Corta Tubo VA-174 Avaly 3/8"" a 1-1/8""",,,,,,"Corta Tubo VA-174 Avaly 3/8"" a 1-1/8""",Grupo Coresa,COR-181201-00005246,187.02,Pieza
TMP-2922BB74,"Corta Tubo VA-174 Avaly 3/8"" a 1-1/8""",Otros,Otros,Genérica,,"Corta Tubo VA-174 Avaly 3/8"" a 1-1/8""",,,,,,"Corta Tubo VA-174 Avaly 3/8"" a 1-1/8""",Grupo Coresa,COR-181201-00005246,187.02,Pieza
TMP-C3300A99,Termocople de Remplazo Universal K15DS36H Johnson Controls,Otros,Otros,Genérica,,Termocople de Remplazo Universal K15DS36H Johnson Controls,,,,,,Termocople de Remplazo Universal K15DS36H Johnson Controls,Grupo Coresa,COR-181201-00005253,84.32,Pieza
TMP-3B95931F,Termocople de Remplazo Universal K15DS36H Johnson Controls,Otros,Otros,Genérica,,Termocople de Remplazo Universal K15DS36H Johnson Controls,,,,,,Termocople de Remplazo Universal K15DS36H Johnson Controls,Grupo Coresa,COR-181201-00005253,84.32,Pieza
TMP-6F7FA2BB,Kit para Soldar con Oxígeno y Acetileno K23 Uniweld,Otros,Otros,Genérica,,Kit para Soldar con Oxígeno y Acetileno K23 Uniweld,,,,,,Kit para Soldar con Oxígeno y Acetileno K23 Uniweld,Grupo Coresa,COR-181201-00005305,6440.83,Pieza
TMP-0B02F056,Kit para Soldar con Oxígeno y Acetileno K23 Uniweld,Otros,Otros,Genérica,,Kit para Soldar con Oxígeno y Acetileno K23 Uniweld,,,,,,Kit para Soldar con Oxígeno y Acetileno K23 Uniweld,Grupo Coresa,COR-181201-00005305,6440.83,Pieza
TMP-F5973396,"Manómetro 2 1/2"" Baja Azul para °F-°C 30""-0-300Psi/Kg/Cm2 R410A 49036 Yellow Jacket 30"" Azul",Otros,Otros,Genérica,,"Manómetro 2 1/2"" Baja Azul para °F-°C 30""-0-300Psi/Kg/Cm2 R410A 49036 Yellow Jacket 30"" Azul",,,,,,"Manómetro 2 1/2"" Baja Azul para °F-°C 30""-0-300Psi/Kg/Cm2 R410A 49036 Yellow Jacket 30"" Azul",Grupo Coresa,COR-181201-00005345,613.65,Pieza
TMP-BF958123,"Manómetro 2 1/2"" Baja Azul para °F-°C 30""-0-300Psi/Kg/Cm2 R410A 49036 Yellow Jacket 30"" Azul",Otros,Otros,Genérica,,"Manómetro 2 1/2"" Baja Azul para °F-°C 30""-0-300Psi/Kg/Cm2 R410A 49036 Yellow Jacket 30"" Azul",,,,,,"Manómetro 2 1/2"" Baja Azul para °F-°C 30""-0-300Psi/Kg/Cm2 R410A 49036 Yellow Jacket 30"" Azul",Grupo Coresa,COR-181201-00005345,613.65,Pieza
TMP-312B72D5,Boquilla Encendido Electrónico VA-802 Avaly,Otros,Otros,Genérica,,Boquilla Encendido Electrónico VA-802 Avaly,,,,,,Boquilla Encendido Electrónico VA-802 Avaly,Grupo Coresa,COR-181201-00005346,504.25,Pieza
TMP-03F538EC,Boquilla Encendido Electrónico VA-802 Avaly,Otros,Otros,Genérica,,Boquilla Encendido Electrónico VA-802 Avaly,,,,,,Boquilla Encendido Electrónico VA-802 Avaly,Grupo Coresa,COR-181201-00005346,504.25,Pieza
TMP-22BAD06F,"Eliminador de Vibración con Malla de Cobre VF-11 1 5/8"" Largo 17""",Otros,Otros,Genérica,,"Eliminador de Vibración con Malla de Cobre VF-11 1 5/8"" Largo 17""",,,,,,"Eliminador de Vibración con Malla de Cobre VF-11 1 5/8"" Largo 17""",Grupo Coresa,COR-181201-00005377,1782.86,Pieza
TMP-81C8EB75,"Eliminador de Vibración con Malla de Cobre VF-11 1 5/8"" Largo 17""",Otros,Otros,Genérica,,"Eliminador de Vibración con Malla de Cobre VF-11 1 5/8"" Largo 17""",,,,,,"Eliminador de Vibración con Malla de Cobre VF-11 1 5/8"" Largo 17""",Grupo Coresa,COR-181201-00005377,1782.86,Pieza
TMP-61B80516,Cortador Chico 60101 Yellow Jacket 1/8 a 1 1/8,Otros,Otros,Genérica,,Cortador Chico 60101 Yellow Jacket 1/8 a 1 1/8,,,,,,Cortador Chico 60101 Yellow Jacket 1/8 a 1 1/8,Grupo Coresa,COR-181201-00005445,1131.06,Pieza
TMP-69AC8D1F,Cortador Chico 60101 Yellow Jacket 1/8 a 1 1/8,Otros,Otros,Genérica,,Cortador Chico 60101 Yellow Jacket 1/8 a 1 1/8,,,,,,Cortador Chico 60101 Yellow Jacket 1/8 a 1 1/8,Grupo Coresa,COR-181201-00005445,1131.06,Pieza
TMP-D105B52A,Doblador de Tubo VA-D14 Avaly 7/8,Otros,Otros,Genérica,,Doblador de Tubo VA-D14 Avaly 7/8,,,,,,Doblador de Tubo VA-D14 Avaly 7/8,Grupo Coresa,COR-181201-00005446,2781.71,Pieza
TMP-E84B0327,Doblador de Tubo VA-D14 Avaly 7/8,Otros,Otros,Genérica,,Doblador de Tubo VA-D14 Avaly 7/8,,,,,,Doblador de Tubo VA-D14 Avaly 7/8,Grupo Coresa,COR-181201-00005446,2781.71,Pieza
TMP-5B91E6FD,Regulador de Nitrógeno RHP500 Uniweld 1-500Psi,Otros,Otros,Genérica,,Regulador de Nitrógeno RHP500 Uniweld 1-500Psi,,,,,,Regulador de Nitrógeno RHP500 Uniweld 1-500Psi,Grupo Coresa,COR-181201-00005505,1786.53,Pieza
TMP-9BB05D66,Regulador de Nitrógeno RHP500 Uniweld 1-500Psi,Otros,Otros,Genérica,,Regulador de Nitrógeno RHP500 Uniweld 1-500Psi,,,,,,Regulador de Nitrógeno RHP500 Uniweld 1-500Psi,Grupo Coresa,COR-181201-00005505,1786.53,Pieza
TMP-2DE0CCE8,Cortador Manual de Muescas N1T,Otros,Otros,Genérica,,Cortador Manual de Muescas N1T,,,,,,Cortador Manual de Muescas N1T,Grupo Coresa,COR-181201-00005514,196.74,Pieza
TMP-3043091A,Cortador Manual de Muescas N1T,Otros,Otros,Genérica,,Cortador Manual de Muescas N1T,,,,,,Cortador Manual de Muescas N1T,Grupo Coresa,COR-181201-00005514,196.74,Pieza
TMP-C13A86E0,"Kit Abocinador de Golpe 60475 Yellow Jacket 1/4"",3/8"",1/2"",5/8""",Otros,Otros,Genérica,,"Kit Abocinador de Golpe 60475 Yellow Jacket 1/4"",3/8"",1/2"",5/8""",,,,,,"Kit Abocinador de Golpe 60475 Yellow Jacket 1/4"",3/8"",1/2"",5/8""",Grupo Coresa,COR-181201-00005545,862.65,Pieza
TMP-54C5023F,"Kit Abocinador de Golpe 60475 Yellow Jacket 1/4"",3/8"",1/2"",5/8""",Otros,Otros,Genérica,,"Kit Abocinador de Golpe 60475 Yellow Jacket 1/4"",3/8"",1/2"",5/8""",,,,,,"Kit Abocinador de Golpe 60475 Yellow Jacket 1/4"",3/8"",1/2"",5/8""",Grupo Coresa,COR-181201-00005545,862.65,Pieza
TMP-29178C41,"Vacuómetro Digital Omni 69020 Yellow Jacket 1/4""",Otros,Otros,Genérica,,"Vacuómetro Digital Omni 69020 Yellow Jacket 1/4""",,,,,,"Vacuómetro Digital Omni 69020 Yellow Jacket 1/4""",Grupo Coresa,COR-181201-00005645,5059.84,Pieza
TMP-6203A51C,"Vacuómetro Digital Omni 69020 Yellow Jacket 1/4""",Otros,Otros,Genérica,,"Vacuómetro Digital Omni 69020 Yellow Jacket 1/4""",,,,,,"Vacuómetro Digital Omni 69020 Yellow Jacket 1/4""",Grupo Coresa,COR-181201-00005645,5059.84,Pieza
TMP-E582B8B8,Manómetro Baja VA-G120-ML Avaly R134/404/507/22,Otros,Otros,Genérica,,Manómetro Baja VA-G120-ML Avaly R134/404/507/22,,,,,,Manómetro Baja VA-G120-ML Avaly R134/404/507/22,Grupo Coresa,COR-181201-00005646,169.95,Pieza
TMP-F4247EF0,Manómetro Baja VA-G120-ML Avaly R134/404/507/22,Otros,Otros,Genérica,,Manómetro Baja VA-G120-ML Avaly R134/404/507/22,,,,,,Manómetro Baja VA-G120-ML Avaly R134/404/507/22,Grupo Coresa,COR-181201-00005646,169.95,Pieza
TMP-16C6BEE5,Juego Manifold para R410 Psi Soft Magic QS4L3H Uniweld con 3 Mangueras,Otros,Otros,Genérica,,Juego Manifold para R410 Psi Soft Magic QS4L3H Uniweld con 3 Mangueras,,,,,,Juego Manifold para R410 Psi Soft Magic QS4L3H Uniweld con 3 Mangueras,Grupo Coresa,COR-181201-00005647,1137.86,Pieza
TMP-D3D282AB,Juego Manifold para R410 Psi Soft Magic QS4L3H Uniweld con 3 Mangueras,Otros,Otros,Genérica,,Juego Manifold para R410 Psi Soft Magic QS4L3H Uniweld con 3 Mangueras,,,,,,Juego Manifold para R410 Psi Soft Magic QS4L3H Uniweld con 3 Mangueras,Grupo Coresa,COR-181201-00005647,1137.86,Pieza
TMP-473B6432,Destornillador 6N1RSD Uniweld 6 En 1,Otros,Otros,Genérica,,Destornillador 6N1RSD Uniweld 6 En 1,,,,,,Destornillador 6N1RSD Uniweld 6 En 1,Grupo Coresa,COR-181201-00005694,268.11,Pieza
TMP-6AE09051,Destornillador 6N1RSD Uniweld 6 En 1,Otros,Otros,Genérica,,Destornillador 6N1RSD Uniweld 6 En 1,,,,,,Destornillador 6N1RSD Uniweld 6 En 1,Grupo Coresa,COR-181201-00005694,268.11,Pieza
TMP-A0D45A9B,Peine para Serpentínes Universal T-200 Barreto,Otros,Otros,Genérica,,Peine para Serpentínes Universal T-200 Barreto,,,,,,Peine para Serpentínes Universal T-200 Barreto,Grupo Coresa,COR-181201-00005736,67.3,Pieza
TMP-5A34A213,Peine para Serpentínes Universal T-200 Barreto,Otros,Otros,Genérica,,Peine para Serpentínes Universal T-200 Barreto,,,,,,Peine para Serpentínes Universal T-200 Barreto,Grupo Coresa,COR-181201-00005736,67.3,Pieza
TMP-4E703D68,"Cople Rápido VA-QC-2L Avaly Baja 1/2"" a 1/4"" R134A",Otros,Otros,Genérica,,"Cople Rápido VA-QC-2L Avaly Baja 1/2"" a 1/4"" R134A",,,,,,"Cople Rápido VA-QC-2L Avaly Baja 1/2"" a 1/4"" R134A",Grupo Coresa,COR-181201-00005746,276.24,Pieza
TMP-6D163F4C,"Cople Rápido VA-QC-2L Avaly Baja 1/2"" a 1/4"" R134A",Otros,Otros,Genérica,,"Cople Rápido VA-QC-2L Avaly Baja 1/2"" a 1/4"" R134A",,,,,,"Cople Rápido VA-QC-2L Avaly Baja 1/2"" a 1/4"" R134A",Grupo Coresa,COR-181201-00005746,276.24,Pieza
TMP-A43C81F4,"Manifold °C para R404A/410A/22 42034 Yellow Jacket 60"" R404A/410A/22 con Manguera",Otros,Otros,Genérica,,"Manifold °C para R404A/410A/22 42034 Yellow Jacket 60"" R404A/410A/22 con Manguera",,,,,,"Manifold °C para R404A/410A/22 42034 Yellow Jacket 60"" R404A/410A/22 con Manguera",Grupo Coresa,COR-181201-00005747,3977.9,Pieza
TMP-C37C44F1,"Manifold °C para R404A/410A/22 42034 Yellow Jacket 60"" R404A/410A/22 con Manguera",Otros,Otros,Genérica,,"Manifold °C para R404A/410A/22 42034 Yellow Jacket 60"" R404A/410A/22 con Manguera",,,,,,"Manifold °C para R404A/410A/22 42034 Yellow Jacket 60"" R404A/410A/22 con Manguera",Grupo Coresa,COR-181201-00005747,3977.9,Pieza
TMP-0E8D4BD2,Lata SU4012 12 Oz. de Poliuretano,Otros,Otros,Genérica,,Lata SU4012 12 Oz. de Poliuretano,,,,,,Lata SU4012 12 Oz. de Poliuretano,Grupo Coresa,COR-181201-00005777,195.03,Pieza
TMP-FD3FF2F4,Lata SU4012 12 Oz. de Poliuretano,Otros,Otros,Genérica,,Lata SU4012 12 Oz. de Poliuretano,,,,,,Lata SU4012 12 Oz. de Poliuretano,Grupo Coresa,COR-181201-00005777,195.03,Pieza
TMP-1C353B99,"Dobla Tubo de Palanca 70015 Uniweld 3 en 1 1/4"", 5/16"" y 3/8""",Otros,Otros,Genérica,,"Dobla Tubo de Palanca 70015 Uniweld 3 en 1 1/4"", 5/16"" y 3/8""",,,,,,"Dobla Tubo de Palanca 70015 Uniweld 3 en 1 1/4"", 5/16"" y 3/8""",Grupo Coresa,COR-181201-00005794,318.78,Pieza
TMP-1EF002E9,"Dobla Tubo de Palanca 70015 Uniweld 3 en 1 1/4"", 5/16"" y 3/8""",Otros,Otros,Genérica,,"Dobla Tubo de Palanca 70015 Uniweld 3 en 1 1/4"", 5/16"" y 3/8""",,,,,,"Dobla Tubo de Palanca 70015 Uniweld 3 en 1 1/4"", 5/16"" y 3/8""",Grupo Coresa,COR-181201-00005794,318.78,Pieza
