sku,nombre_estandarizado,grupo_general,grupo_especializado,marca,modelo,descripcion_tecnica,capacidad,voltaje,refrigerante,tipo_operacion,unidad,observaciones_equivalencia
HE-CHE-ACE-007,Aceite Vacuum Acemire Galón,HE,Químicos,Acemire,MB100-04,Aceite Vacuum Galon Para Bomba De Vacio,1 Galón,N/A,,Lubricación,Galón,
HE-CHE-ACE-008,Aceite Acemire TD 200 1L,HE,Químicos,Acemire,200TD-1,200Td-1 | Aceite Acemire Ab Td 200 Sus 1L,1 L,N/A,,Lubricación,Botella,
HE-CHE-ACE-009,Aceite Acemire 300 3.7L,HE,Químicos,Acemire,300-4,Aceite Ab Acemire 300 Sus O 32 Cst 3.7 Litros,3.7 L,N/A,,Lubricación,Galón,
HE-CHE-ACE-010,Aceite Acemire 300 19L,HE,Químicos,Acemire,300-19,Aceite Ab Acemire 300 19 Litros,19 L,N/A,,Lubricación,Cubeta,
HE-CHE-ACE-011,Aceite Acemire MO Frío 300 1L,HE,Herramientas,Acemire,MO Frío 300 1L,MO Frío 300 1L,,,,,Pieza,
HE-CHE-ACE-012,Aceite Acemire AB HFC 150 1L,HE,Herramientas,Acemire,AB HFC 150 1L,AB HFC 150 1L,,,,,Pieza,
HE-CHE-ACE-013,Aceite Acemire AB 300 1L,HE,Herramientas,Acemire,AB 300 1L,AB 300 1L,,,,,Pieza,
HE-CHE-ACE-014,Aceite Acemire AB 150 3.7L,HE,Herramientas,Acemire,AB 150 3.7L,AB 150 3.7L,,,,,Pieza,
HE-CHE-ACE-015,Aceite Acemire AB 150 19L,HE,Herramientas,Acemire,AB 150 19L,AB 150 19L,,,,,Pieza,
HE-CHE-ADE-004,Coil Cleaner Ecológico Adesa Galón,HE,Químicos,Adesa,Ecológico Galón,Coil Cleaner Ecológico Galón 3.75L,1 Galón,N/A,,Limpieza,Galón,
HE-CHE-ADE-005,Coil Cleaner Ecológico Adesa 1L,HE,Químicos,Adesa,Ecológico 1L,Coil Cleaner Limpiador Ecológico 1L,1 L,N/A,,Limpieza,Pieza,
HE-CHE-ADE-006,Foam Cleaner Canela Adesa Galón,HE,Químicos,Adesa,Canela Galón,Foam Cleaner Evaporador Canela 3.75L Galón,1 Galón,N/A,,Limpieza,Galón,
HE-CHE-ADE-007,Nu Cleaner Adesa Desincrustante 1L,HE,Químicos,Adesa,AD-NC-07,Nu Cleaner Desincrustante 1L,1 L,N/A,,Limpieza,Pieza,
HE-CHE-ADE-008,Nu Cleaner Adesa Desincrustante 3.7L,HE,Químicos,Adesa,AD-NC-08,Nu Cleaner Desincrustante 3.7L,3.7 L,N/A,,Limpieza,Galón,
HE-CHE-ADE-009,Nu Cleaner Adesa Desincrustante 20L,HE,Químicos,Adesa,AD-NC-03,Nu Cleaner Desincrustante 20L,20 L,N/A,,Limpieza,Cubeta,
HE-CHE-ADE-010,Sanitizante Adesa 1L Concentrado,HE,Químicos,Adesa,SAN-01,Sanitizante Adesa 1L Desinfectante Concentrado,1 L,N/A,,Limpieza,Botella,
HE-CHE-ADE-011,Coil Cleaner Adesa No Ácido 3.7L,HE,Químicos,Adesa,003-02,Coil Cleaner Adesa Limpiador Serpentín No Ácido 3.7 Litros,3.7 L,N/A,,Limpieza,Galón,
HE-CHE-ADE-012,Coil Cleaner Adesa No Ácido 20L,HE,Químicos,Adesa,003-03,Coil Cleaner Adesa Limpiador Serpentín No Ácido 20 Litros,20 L,N/A,,Limpieza,Cubeta,
HE-CHE-ADE-013,Coil Cleaner Adesa No Ácido 1L,HE,Químicos,Adesa,CC-07,Coil Cleaner Adesa Limpiador Serpentín No Ácido 1 Litro,1 L,N/A,,Limpieza,Botella,
HE-CHE-ADE-014,Foam Cleaner Adesa Ácido 20L,HE,Químicos,Adesa,001-03,Foam Cleaner Adesa Limpiador De Serpentines Acido 20 Litros,20 L,N/A,,Limpieza,Cubeta,
HE-CHE-ADE-015,Foam Cleaner Adesa Ácido 3.7L,HE,Químicos,Adesa,001-02,Foam Cleaner Adesa Limpiador De Serpentines Ácido 3.7 Litros,3.7 L,N/A,,Limpieza,Galón,
HE-CHE-ADE-016,Foam Cleaner Adesa Ácido 1L,HE,Químicos,Adesa,001-01,Foam Cleaner Adesa Limpiador De Serpentines Acido 1 Litro,1 L,N/A,,Limpieza,Botella,
HE-CHE-AVA-001,Solución UV Detector Fugas Avaly 8 Oz,HE,Químicos,Avaly,VA-92708,Solución Universal Detector Fugas Ultra Violeta 8Oz,8 Oz,N/A,,Detección,Pieza,
HE-CHE-AVA-003,Espuma Poliuretano Avaly 12oz,HE,Químicos,Avaly,7565000043,Espuma de Poliuretano 12oz (340gr),12 Oz,N/A,,Aislamiento,Pieza,
HE-CHE-AVA-004,Espuma Poliuretano Avaly 70082,HE,Químicos,Avaly,70082,Espuma de Poliuretano 12oz (340gr),12 Oz,N/A,,Aislamiento,Pieza,
HE-CHE-BAR-002,Espuma Poliuretano Barreto 340g,HE,Químicos,Grupo Barreto,340-G,Bote Espuma Barreto Touch N Foam 34,340 g,N/A,,Aislamiento,Bote,
HE-CHE-BAR-003,Espuma Poliuretano Barreto 500ml,HE,Herramientas,Barreto,500ml,500ml,,,,,Pieza,
HE-CHE-CHE-001,Limpiador Opteon SF Flush 4.54kg,HE,Químicos,Chemours,OPTEON-SF-FLUSH,Limpiador Opteon Sf Flush 4.54Kg/10Lb Da,4.54 kg,N/A,,Limpieza,Tanque,
HE-CHE-COL-001,Líquido Deshidratante Eco Flox,HE,Químicos,Coldtek,LQFXDE001,Liquido Ero Flox Deshidratante,Standard,N/A,,Limpieza,Pieza,
HE-CHE-COP-001,Aceite POE Copeland Ultra 32-3 3.7L,HE,Químicos,Copeland,998-E022-01,998-E022-01 | Aceite Poe Copeland Ultra 32-3 Maf 3.7L,3.7 L,N/A,,Lubricación,Galón,
HE-CHE-COP-002,Aceite Poleolester Ultra 32-3MAF Copeland 3.78L,HE,Químicos,Copeland,998-E022-01,Aceite POE 32-3MAF Galón,3.78 L,NA,NA,NA,Galón,Aceite
HE-CHE-DIV-001,Limpiador Contactos Diversitech 11oz,HE,Químicos,Diversitech,CRC-4CF,Limpiador Contactos 11Oz Contact Cleaner,11 Oz,N/A,,Limpieza,Pieza,
HE-CHE-GEN-002,Poliuretano en Lata 12 Oz,HE,Químicos,Genérico,SU4012,Lata 12 Oz de Poliuretano,12 Oz,N/A,,Aislamiento,Pieza,
HE-CHE-GEN-003,Poliuretano en Lata 20 Oz,HE,Químicos,Genérico,FOAM-20,Lata 20 Oz de Poliuretano,20 Oz,N/A,,Aislamiento,Pieza,
HE-CHE-MAS-001,Solución UV Detector de Fugas Master Cool,HE,Químicos,Master Cool,92699,Solución Universal Detector de Fugas UV 1/4Oz,1/4 Oz,N/A,,Detección,Pieza,
HE-CHE-PRE-001,Pegamento Presto Form C Negro 1L,HE,Químicos,Presto,PFN-01,Pegamento Ind Presto Form C/Ngro De 1L,1 L,N/A,,Adhesivo,Lata,
HE-CHE-PRE-002,Pegamento Presto Form C Negro 4L,HE,Químicos,Presto,PFN-04,Pegamento Presto Form.C/Negro Lata De 4 Lts,4 L,N/A,,Adhesivo,Lata,
HE-CHE-PRE-003,Pegamento Presto Form C Negro 250ml,HE,Químicos,Presto,PFN-0250,Pegamento Form.C/Negrolata De 250Ml,250 ml,N/A,,Adhesivo,Lata,
HE-CHE-REA-001,Anticorrosivo HVAC Aerosol 400ml,HE,Químicos,Reacsa,HVAC-A,Anticorrosivo HVAC Aerosol 400ml,400 ml,N/A,,Protección,Pieza,
HE-CHE-REC-001,Sellador Fugas Leak Freeze Rectorseal 1.5Oz,HE,Químicos,Rectorseal,45311,Sellador Congelador de Fugas Leak Freeze 1.5Oz,1.5 Oz,N/A,,Sellado,Pieza,
HE-CHE-REC-002,Sellador de Fuga Leak Freeze Rectorseal,HE,Químicos,Rectorseal,45321,Sellador de Fuga Leak Freeze 1.5 Oz,1.5 Oz,N/A,,Sellado,Pieza,
HE-CHE-REC-003,Sellador de Fugas Leak Freeze 8oz con Adaptador,HE,Químicos,Rectorseal,45324,8.0 Oz con Adaptador,8 Oz,NA,NA,NA,Pieza,Sellador
HE-CHE-REC-004,Sellador de Fuga Leak Freeze Minisplit 0.5oz UV,HE,Químicos,Rectorseal,45308,0.5 Oz con UV para Minisplit,0.5 Oz,NA,NA,NA,Pieza,Sellador
HE-CHE-SPE-001,Tinta/Sellador UV Glo Seal Cartucho,HE,Químicos,Spectroline,SPE-EZDS-CS,Tinta P/Detecc Fugas Sellador Flrs Glo Seal™ Ez-Ject™ Cartucho,Cartucho,N/A,,Detección,Pieza,
HE-CHE-SPE-002,Tinte/Sellador UV Glo Seal Bote,HE,Químicos,Spectroline,SPE-GSDS-CS,Tinte Fluorescente Y Sellador De Ca Glo Seal,Bote,N/A,,Detección,Pieza,
HE-CHE-SPE-003,Tinte UV BigEZ Inyección,HE,Químicos,Spectroline,SPE-BEZ5E-4CS,Bigez™ Tinte Fluorescente Sistema De Inyeccion De Colorante Fluorescent,Sistema,N/A,,Detección,Kit,
HE-CHE-SPE-004,Cápsula Tinte UV Glo-Stick 2E,HE,Químicos,Spectroline,SPE-GS2E-CS,Glo-Stick® 2E Cápsula De Tinte Fluorescente,Cápsula,N/A,,Detección,Pieza,
HE-CHE-SPE-005,Cartucho Tinta Fluorescente Spectroline,HE,Herramientas,Spectroline,Cartucho,Cartucho,,,,,Pieza,
HE-CHE-SPO-001,Kit de Acidez Sporlan TA-1,HE,Químicos,Sporlan,TA-1,Kit de Acidez TA-1,Prueba,N/A,,Análisis,Kit,
HE-CHE-TEX-004,Aceite Polioléster Texas SW32 1L,HE,Químicos,Texas Lubricants,SW32-1L,Aceite Polioléster SW32 Lubricante Refrigeración,1 L,N/A,,Lubricación,Pieza,
HE-CHE-TEX-005,Aceite PAG-46 Detector Fugas Texas,HE,Químicos,Texas Lubricants,PAG-46 UV,Aceite Sintético PAG-46 con Detector Fugas 1L,1 L,N/A,,Lubricación,Pieza,
HE-CHE-TEX-006,Aceite Vacuum Bomba Vacío Texas,HE,Químicos,Texas Lubricants,Vacuum,Aceite Sintético Vacuum Bomba Vacío 1L,1 L,N/A,,Lubricación,Pieza,
HE-CHE-TEX-007,Aceite Mineral 150 Texas 1L,HE,Químicos,Texas Lubricants,Mineral 150,Aceite Mineral 150 1L,1 L,N/A,,Lubricación,Pieza,
HE-CHE-TEX-008,Aceite PAG-100 Texas 1L,HE,Químicos,Texas Lubricants,PAG-100,Aceite Sintético PAG-100 1L,1 L,N/A,,Lubricación,Pieza,
HE-CHE-TEX-009,Aceite PAG-100 Detector Fugas Texas,HE,Químicos,Texas Lubricants,PAG-100 UV,Aceite Sintético PAG-100 Detector Fugas 1L,1 L,N/A,,Lubricación,Pieza,
HE-CHE-TEX-010,Aceite Poliolester SW32 Texas 3.78L,HE,Químicos,Texas Lubricant,SW32,Aceite POE SW32 Galón,3.78 L,NA,NA,NA,Galón,Aceite
HE-CHE-UNI-001,Pasta Protectora de Calor Cool Blue,HE,Químicos,Uniweld,91861,Pasta Protectora de Calor Cool Blue,N/A,N/A,,Soldadura,Pieza,
HE-CHE-USA-001,Gas Limpieza USA Flush 500g,HE,Químicos,USA Parts,Flush 500g,Gas Limpieza USA FLUSH 500G Solvente,500 g,N/A,,Limpieza,Pieza,
HE-CHE-WD4-001,Aflojatodo WD-40 5.5 Oz,HE,Químicos,WD-40,WD455,Aflojatodo WD-40 Lata 5.5 Oz,5.5 Oz,N/A,,Mantenimiento,Pieza,
HE-CHE-WD4-002,Aflojatodo WD-40 Galón,HE,Químicos,WD-40,WD40-GAL,Aflojatodo WD-40 Galón de 4 Lts,4 L,N/A,,Mantenimiento,Pieza,
HE-CIN-AVA-001,Cinta Aislante Foam Cork Avaly,HE,Materiales,Avaly,VCT-1,Cinta Aislante Foam Cork,N/A,N/A,,Aislamiento,Pieza,
HE-CIN-AVA-002,Cinta Momia PVC Avaly 30m,HE,Consumibles,Avaly,VA-MOM48,Cinta Momia 48mm x 30m,NA,NA,NA,NA,Rollo,Cinta
HE-CIN-AVA-003,Cinta Momia PVC Avaly 15m,HE,Consumibles,Avaly,VA-MOM48-15,Cinta Momia 48mm x 15m,NA,NA,NA,NA,Rollo,Cinta
HE-CIN-AVA-004,Cinta Aluminio con Hilo Avaly 75mm x 50m,HE,Consumibles,Avaly,VA-ALUH75-50,75mm x 50m Reforzada,NA,NA,NA,NA,Rollo,Cinta
HE-CIN-AVA-005,Cinta Aislante Avaly Flex PVC 30m,HE,Herramientas,Avaly,PVC 30m,PVC 30m,,,,,Pieza,
HE-CIN-AVA-006,Cinta Aislante Avaly PVC Flex 30m,HE,Herramientas,Avaly,30m,30m,,,,,Pieza,
HE-CIN-BAR-001,"Cinta Tipo Momia Barreto 2""x15Mts",HE,Materiales,Barreto,T18R-15,"Cinta Tipo Momia 2"" x 15 Mts","2"" x 15 Mts",N/A,,Aislamiento,Pieza,
HE-CIN-DIV-001,Cinta Aislante Cork Tape Diversitech,HE,Materiales,Diversitech,6-330,Cinta Aislante Cork Tape 1/8x2x30',1/8x2x30',N/A,,Aislamiento,Pieza,
HE-CIN-DIV-002,Cinta Aislante Foam Tape Diversitech 1/8x2x30',HE,Materiales,Diversitech,2855619,"Cinta Aislante Foam Tape 1/8"" x 2"" x 30'",1/8x2x30',N/A,,Aislamiento,Pieza,
HE-CIN-ERO-001,Cinta Momia Ero 6cm x 30m,HE,Herramientas,Ero International,6cm x 30m,6cm x 30m,,,,,Pieza,
HE-CIN-FAS-001,Cinta Aluminio Fasson 48mm x 46m,HE,Herramientas,Fasson,48mm x 46m,48mm x 46m,,,,,Pieza,
HE-CIN-GEN-001,"Cinta Aluminio 2"" x 50 Yd",HE,Materiales,Genérico,0802,"Cinta Aluminio 2"" x 50 Yd","2"" x 50 Yd",N/A,,Aislamiento,Pieza,
HE-CIN-GEN-002,"Cinta Aluminio Reforzada 2"" x 50 Yd",HE,Materiales,Genérico,Reforzada,"Cinta Aluminio Reforzada 2"" x 50 Yd","2"" x 50 Yd",N/A,,Aislamiento,Pieza,
HE-CIN-GEN-003,"Cinta Gris Enlonada 2"" x 50 Yd",HE,Materiales,Genérico,0950,"Cinta Gris Enlonada 2"" x 50 Yd","2"" x 50 Yd",N/A,,Aislamiento,Pieza,
HE-CIN-GEN-004,"Cinta Negra Enlonada 2"" x 50 Yd",HE,Materiales,Genérico,0950-N,"Cinta Negra Enlonada 2"" x 50 Yd","2"" x 50 Yd",N/A,,Aislamiento,Pieza,
HE-CIN-GEN-006,"Cinta Duct Tape Negra 2""x 50m",HE,Materiales,Genérico,Duct Tape,"Cinta Duct Tape Negra 2""x 50m","2"" x 50m",N/A,,Aislamiento,Pieza,
HE-CIN-KOB-002,Cinta Momia Kobra 25M 5 Pack,HE,Materiales,Kobra AC Tools,MK-25-5PK,5 Pack Cinta Momia Aislante 25M,25m x 5,N/A,,Aislamiento,Paquete,
HE-CIN-MAS-001,Cinta Aislante Foam Tape Master Cool,HE,Materiales,Master Cool,VA-K501,Cinta Aislante Foam Tape 1/8x2x30',1/8x2x30',N/A,,Aislamiento,Pieza,
HE-CIN-MIR-001,Cinta Plástica Negra Mirage 3M 18Mts,HE,Materiales,Mirage,616313,Cinta Plástica Negra .019 x 18Mts 3M,18 Mts,N/A,,Aislamiento,Pieza,
HE-CIN-NAS-001,"Cinta Teflón Nashua 3/4""",HE,Materiales,Nashua,NC6004,"Cinta Teflon 3/4"" x 6.1 Mts","3/4""",N/A,,Sellado,Pieza,
HE-CIN-NAS-002,"Cinta Aluminio Nashua 2.5"" x 60 Yd 0800",HE,Materiales,Nashua,1087630,"Cinta Aluminio 0800 2.5"" x 60 Yd","2.5"" x 60 Yd",N/A,,Aislamiento,Pieza,
HE-CIN-TAP-004,"Cinta Aluminio Tapes & Foam 2"" x 50m",HE,Materiales,Tapes & Foam,ALU002,"Cinta Aluminio 2""x 50Mts","2"" x 50m",N/A,,Aislamiento,Pieza,
HE-CIN-USA-001,"Cinta Aluminio USA Parts 2"" x 27m",HE,Materiales,USA Parts,ALU-2-27,"Cinta Aluminio lisa 2"" 27m","2"" x 27m",N/A,,Aislamiento,Pieza,
HE-EXP-AVA-001,"Expansor Tubos Avaly 3/8-3/4""",HE,Herramientas,Avaly,VA-VST-22,"Expansor De Tubos Con Mango Y Bisagras 3/8""1/2""5/8""3/4 AVALY","3/8-3/4""",N/A,,Expansión,Pieza,
HE-EXP-AVA-002,"Expansor Avaly Múltiple 1/4-5/8""",HE,Herramientas,Avaly,VA-95,"Expansor Avaly De 1/4"" - 5/16"" - 3/8"" - 1/2"" - 5/8""","1/4-5/8""",N/A,,Expansión,Pieza,
HE-EXP-ERO-001,"Expansor Múltiple Ero 1/4-5/8""",HE,Herramientas,Ero International,EXREHA002,"Expansor Múltiple Tubo Ero 1/4"", 5/16"" 3/8"" 1/2"" 5/8""","1/4-5/8""",N/A,,Expansión,Pieza,
HE-HER-ADE-001,Tubo de Bombeo Completo Adesa,HE,Herramientas,Adesa,AD-R-TRC-5,Tubo de Bombeo Completo,N/A,N/A,,Mantenimiento,Pieza,
HE-HER-ADE-003,Aspersora Adesa 1.5 Litros,HE,Herramientas,Adesa,AD-A-1.5,Aspersora 1.5 Litros,1.5 L,N/A,,Limpieza,Pieza,
HE-HER-ADE-004,Pistola Aspersora para Galón Adesa,HE,Herramientas,Adesa,AD-PG,Pistola Aspersora para Galón,Galón,N/A,,Limpieza,Pieza,
HE-HER-ADE-005,Aspersora Adesa 4 Litros,HE,Herramientas,Adesa,AD-A-5,Aspersora 4 Litros,4 L,N/A,,Limpieza,Pieza,
HE-HER-ADE-006,Pistola Reforzada para Bote Adesa,HE,Herramientas,Adesa,AD-PLR,Pistola Reforzada para Bote 1 Litro,1 L,N/A,,Limpieza,Pieza,
HE-HER-ADE-007,Aspersora Cilíndrica Adesa 7 Litros,HE,Herramientas,Adesa,AD-A7,Aspersora Cilíndrica 7 Litros,7 L,N/A,,Limpieza,Pieza,
HE-HER-ADE-008,Pistola Rápida Negra Adesa,HE,Herramientas,Adesa,AD-PR,Pistola Rápida Negra Completa,N/A,N/A,,Limpieza,Pieza,
HE-HER-ADE-009,Resorte para Pistola Adesa,HE,Refacciones,Adesa,Resorte,Resorte para Pistola,N/A,N/A,,Mantenimiento,Pieza,
HE-HER-ADE-010,Lanza Tubo Rociador Adesa,HE,Herramientas,Adesa,AD-R-LAN-5,Lanza Tubo Rociador para A-5,N/A,N/A,,Limpieza,Pieza,
HE-HER-ADE-011,Lanza Mixta Completa Adesa,HE,Herramientas,Adesa,AD-R-LAN,Lanza Mixta Completa,N/A,N/A,,Limpieza,Pieza,
HE-HER-ADE-012,Tubo de Bombeo Completo Adesa Obsoleto,HE,Herramientas,Adesa,4519,Tubo Bombeo Completo,NA,NA,NA,NA,Pieza,Accesorio
HE-HER-AVA-001,Peine para Aletado Avaly,HE,Herramientas,Avaly,VA-351,Peine para enderezar aletas,N/A,N/A,,Mantenimiento,Pieza,
HE-HER-AVA-002,Juego Herramienta Flare Avaly 1/8 a 3/4,HE,Herramientas,Avaly,VA-275,"Juego Herramienta Flare 1/8"" a 3/4""","1/8-3/4""",N/A,,Tubería,Juego,
HE-HER-AVA-003,"Matraca Avaly 1/4"" a 5/16""",HE,Herramientas,Avaly,VA-122,"Matraca Reversible 1/4"" a 5/16""","1/4-5/16""",N/A,,Servicio,Pieza,
HE-HER-AVA-004,Corta Tubo Avaly 1/8 a 5/8,HE,Herramientas,Avaly,VA-127,"Corta Tubo 1/8"" a 5/8""","1/8-5/8""",N/A,,Corte,Pieza,
HE-HER-AVA-005,Pinza Perforadora Avaly VA-PT109,HE,Herramientas,Avaly,VA-PT109,Pinza Perforadora Supco,N/A,N/A,,Servicio,Pieza,
HE-HER-AVA-006,Corta Tubo Avaly 3/8 a 1-1/8,HE,Herramientas,Avaly,VA-174,"Corta Tubo 3/8"" a 1-1/8""","3/8-1 1/8""",N/A,,Corte,Pieza,
HE-HER-AVA-007,"Doblador de Tubo Avaly 7/8""",HE,Herramientas,Avaly,VA-D14,"Doblador de Tubo 7/8""","7/8""",N/A,,Tubería,Pieza,
HE-HER-AVA-008,Pinzas Pinch-Off Avaly,HE,Herramientas,Avaly,VA-201,Pinzas Pinch-Off VA-201,N/A,N/A,,Tubería,Pieza,
HE-HER-AVA-009,"Juego Expansor Avaly 1/4"" a 5/8""",HE,Herramientas,Avaly,VA-193,"Juego Expansor con 5 Piezas 1/4"" a 5/8""","1/4-5/8""",N/A,,Tubería,Juego,
HE-HER-AVA-010,"Expansor Múltiple Avaly 1/4"" a 5/8""",HE,Herramientas,Avaly,VA-95,"Expansor Múltiple 1/4"" a 5/8""","1/4-5/8""",N/A,,Tubería,Pieza,
HE-HER-AVA-011,"Corta Tubo Avaly 3/8"" a 2-5/8""",HE,Herramientas,Avaly,VA-206,"Corta Tubo 3/8"" a 2 5/8""","3/8-2 5/8""",N/A,,Corte,Pieza,
HE-HER-AVA-012,"Corta Tubo Avaly 1/8"" a 1-1/8""",HE,Herramientas,Avaly,VA-274,"1/8"" a 1-1/8"" Cortador",NA,NA,NA,NA,Pieza,Herramienta
HE-HER-AVA-013,"Juego Flare Abocinador Avaly 3/16"" a 5/8""",HE,Herramientas,Avaly,VA-195,"3/16"" a 5/8"" Juego Flare",NA,NA,NA,NA,Juego,Herramienta
HE-HER-AVA-014,Lámpara LED Portátil Avaly 5W,HE,Herramientas,Avaly,VA-LAMP5W,Lámpara Trabajo 5W Recargable,5W,Recargable,NA,NA,Pieza,Herramienta
HE-HER-AVA-015,Cortatubo Avaly Mini 1/8 a 5/8,HE,Herramientas,Avaly,1/8 a 5/8,1/8 a 5/8,,,,,Pieza,
HE-HER-AVA-016,Aspersora Manual Avaly 2 Litros,HE,Herramientas,Avaly,2 Litros,2 Litros,,,,,Pieza,
HE-HER-AVA-017,Aspersora Manual Avaly 2 Litros,HE,Herramientas,Avaly,2L,2L,,,,,Pieza,
HE-HER-BAR-001,Peine para Serpentines Universal Barreto,HE,Herramientas,Barreto,T-200,Peine para Serpentines Universal,Universal,N/A,,Mantenimiento,Pieza,
HE-HER-BAR-002,Cilindro para Recuperar Refrigerante Barreto,HE,Herramientas,Barreto,335302,Cilindro para Recuperar Refrigerante,N/A,N/A,,Recuperación,Pieza,
HE-HER-BAR-003,Hidrolavadora Barreto 1400W,HE,Herramientas,Barreto,HRL-1400,Hidrolavadora Alta Presión,1400W,127V,NA,Limpieza,Pieza,Máquina
HE-HER-BAR-004,Hidrolavadora Barreto 1400W,HE,Herramientas,Barreto,1400W,1400W,,,,,Pieza,
HE-HER-DIV-001,Aspersora Diversitech 2.25 Galones,HE,Herramientas,Diversitech,2603,Aspersora 2.25 Galones,2.25 Gal,N/A,,Limpieza,Pieza,
HE-HER-DIV-002,Pistola Alta Presión Limpieza Diversitech,HE,Herramientas,Diversitech,GG-1,Pistola Alta Presión para Limpieza,N/A,N/A,,Limpieza,Pieza,
HE-HER-DIV-003,Juego Llaves Allen Diversitech 12 Piezas,HE,Herramientas,Diversitech,AW-712,Juego Llaves Allen 12 Piezas,12 Pzas,N/A,,Mantenimiento,Juego,
HE-HER-DIV-004,"Llave Allen Diversitech 6""",HE,Herramientas,Diversitech,AW-96-10,"Llave Allen 6""",6 pulg,N/A,,Mantenimiento,Pieza,
HE-HER-DIV-005,Kit Peines para Serpentín Diversitech,HE,Herramientas,Diversitech,T-100,Kit Peines para Serpentín 8-9-10-11-12 y 14 Aletas,Multimedida,N/A,,Mantenimiento,Kit,
HE-HER-DIV-006,Peine Serpentín P/P 12-14 Aletas Diversitech,HE,Herramientas,Diversitech,T-412,Peine para Serpentín 2 Medidas 12 y 14 Aletas,12-14 Aletas,N/A,,Mantenimiento,Pieza,
HE-HER-DIV-007,Destornillador Bolsillo 4 en 1 Diversitech,HE,Herramientas,Diversitech,6-T744,Destornillador de Bolsillo 4 en 1 130Mm,4 en 1,N/A,,Mantenimiento,Pieza,
HE-HER-DIV-008,Aspersora de Mano Diversitech 1002,HE,Herramientas,Diversitech,1002,Aspersora Manual,NA,NA,NA,NA,Pieza,Herramienta
HE-HER-DIV-009,Peine Serpentín Diversitech 8 y 10 Aletas,HE,Herramientas,Diversitech,T-408,8 y 10 Aletas por Pulgada,NA,NA,NA,NA,Pieza,Herramienta
HE-HER-DIV-010,Aspersora Diversitech 2602 1.5 Galones,HE,Herramientas,Diversitech,2602,1.5 Galones Aspersora,1.5 Gal,NA,NA,NA,Pieza,Herramienta
HE-HER-EME-001,Llave para Enfriador Roja Emerson,HE,Herramientas,Emerson,AE-1000R,Llave para Enfriador Roja,N/A,N/A,,Servicio,Pieza,
HE-HER-FRI-001,"Sacabocados Broca Diamante 2.5""",HE,Herramientas,Genérico,"2.5"" Diamante","2.5"" Diamante",,,,,Pieza,
HE-HER-GEN-001,Llave de Contratuercas B-2,HE,Herramientas,Genérico,902-205,Llave de Contratuercas B-2,N/A,N/A,,Instalación,Pieza,
HE-HER-GEN-002,Llave Servicio Compresor 1/2 Brida 1/2F,HE,Herramientas,Genérico,LL-500,Llave Servicio Compresor 1/2 Brida 1/2F,N/A,N/A,,Servicio,Pieza,
HE-HER-GEN-003,Llave Servicio Compresor 1/2 Brida 3/8F,HE,Herramientas,Genérico,LL-502,Llave Servicio Compresor 1/2 Brida 3/8F,N/A,N/A,,Servicio,Pieza,
HE-HER-GEN-004,Llave He Vertical para Tanque 1/4,HE,Herramientas,Genérico,LL-T-3,Llave He Vertical para Tanque 1/4 NPTF 1/4 F,"1/4""",N/A,,Servicio,Pieza,
HE-HER-GEN-005,Tijeras Cortes Izquierda y Derecha,HE,Herramientas,Genérico,M2001T,Tijeras Cortes Izquierda y Derecha,N/A,N/A,,Corte,Pieza,
HE-HER-GEN-006,Tijeras Cortes Rectos M2002T,HE,Herramientas,Genérico,M2002T,Tijeras Cortes Rectos y Derecha,N/A,N/A,,Corte,Pieza,
HE-HER-GEN-007,Tijeras Largas 356mm,HE,Herramientas,Genérico,M2014T,Tijeras 356mm Largo con Hojas 89mm,356mm,N/A,,Corte,Pieza,
HE-HER-GEN-008,Dobladora con Mordaza 76mm,HE,Herramientas,Genérico,S2T,Dobladora con Mordaza de 76mm,76mm,N/A,,Tubería,Pieza,
HE-HER-GEN-009,Plegador de Tubos C5T,HE,Herramientas,Genérico,C5T,Plegador de Tubos Manual,N/A,N/A,,Tubería,Pieza,
HE-HER-GEN-010,Herramienta Tensora de Nylon TY4,HE,Herramientas,Genérico,TY4,Herramienta Tensora de Nylon sin Agarre,Nylon,N/A,,Fijación,Pieza,
HE-HER-GEN-011,Tensor de Conductos DS2,HE,Herramientas,Genérico,DS2,Tensor de Conductos,N/A,N/A,,Instalación,Pieza,
HE-HER-GEN-012,Herramienta Tensora de Nylon TY4G,HE,Herramientas,Genérico,TY4G,Herramienta Tensora de Nylon con Agarre,Nylon,N/A,,Fijación,Pieza,
HE-HER-GEN-013,Llave Vertical Tanque 3/4 NPTF x 7/8 SAE,HE,Herramientas,Genérico,LL-302,"Válvula Tanque 3/4"" NPTF x 7/8"" SAE",NA,NA,NA,NA,Pieza,Accesorio
HE-HER-GRU-001,Resorte Doblatubo Exterior Holtec,HE,Herramientas,Grupo Holtec,WH-2025-II,Resorte Doblatubo Exterior,Standard,N/A,,Doblado,Pieza,
HE-HER-GRU-002,Cortatubo PEX/AL/PEX Holtec,HE,Herramientas,Grupo Holtec,GJ III,Cortatubo Para Pex/Al/Pex,PEX,N/A,,Corte,Pieza,
HE-HER-GRU-003,Avellanador PEX AL PEX Holtec,HE,Herramientas,Grupo Holtec,ZYD2-20-25-32,Avellanadores Para Pex Al Pex,PEX,N/A,,Avellanado,Pieza,
